id,format,path,topic,language_mode,body_word_count,rare_english,rare_arabic,unique_marker,size_bytes,sha256
595,png,png/sample-0595-general-administration-mixed.png,general-administration,mixed,200,velleity,الاستقراء,wathiqrare0595,172789,8c71e9aad7c81040032b51977b65c2642df0d60b100700718ca5b5385904330d
596,png,png/sample-0596-asset-management-english.png,asset-management,english,200,anfractuous,الاستدراك,wathiqrare0596,165111,2723e8796f1c4ea29ac07d2f8a92392a03dcc49bd6e7e278a8506b32b3ea6bc5
597,png,png/sample-0597-records-management-arabic.png,records-management,arabic,200,crepuscular,التغاير,wathiqrare0597,163887,a8f42c247aaf99c0653918f7f176b6ea01bf3268c7c24ba069ef3f6e711e2d02
598,png,png/sample-0598-project-management-mixed.png,project-management,mixed,200,psithurism,التماثل,wathiqrare0598,167896,ca67d8c70829adb485fc517ef77832a2e6234edbbfd4f238d14f70c63d3977bc
599,png,png/sample-0599-information-technology-english.png,information-technology,english,200,ultracrepidarian,المضاهاة,wathiqrare0599,171107,c9fa5596e06c31e3fff348708df8f7580c1994ae75c88307693c6c3519c2daa7
600,png,png/sample-0600-procurement-arabic.png,procurement,arabic,200,palimpsest,الاستيثاق,wathiqrare0600,163405,25c6abdd13fff8ce722536685f9701d621034a1232ccd9bc0ffe8f70d51d4c95
601,png,png/sample-0601-finance-mixed.png,finance,mixed,200,quincunx,الاستعصاء,wathiqrare0601,171678,248429063603d0196a85fbd81d66f091d1d04e0780338dccb8effeedd5dfa126
602,png,png/sample-0602-human-resources-english.png,human-resources,english,200,zeugma,التبويب,wathiqrare0602,170168,be2f61cae0f8a95f173e7ed0946b8acfeabb6c3060d569e0bd9990e95a91e2ab
603,png,png/sample-0603-general-administration-arabic.png,general-administration,arabic,200,syzygy,الاستدامة,wathiqrare0603,176433,9d544317f90042cc57de077c78a6c77d8595e49b6170390499f85b05f8f086b1
604,png,png/sample-0604-asset-management-mixed.png,asset-management,mixed,200,susurrus,الاستدلال,wathiqrare0604,175049,20be1c88163571bad85689cf2b375580a2daa7a123da5fa418a7ede8bf7e19ef
605,png,png/sample-0605-records-management-english.png,records-management,english,200,velleity,الاستقراء,wathiqrare0605,166319,05f0858d24af250747cea454fcae4e459d2af65dc6e1c6268535785be49b52f3
606,png,png/sample-0606-project-management-arabic.png,project-management,arabic,200,anfractuous,الاستدراك,wathiqrare0606,158589,ce6014019c135b0095d94657612291d41bf85a8e59ad55c6fcdadd4c924bcf4e
607,png,png/sample-0607-information-technology-mixed.png,information-technology,mixed,200,crepuscular,التغاير,wathiqrare0607,174150,e5cbddf5f35d1e9c10530085c16c762466a5ab2c7c8a788fec136e469b169349
608,png,png/sample-0608-procurement-english.png,procurement,english,200,psithurism,التماثل,wathiqrare0608,174139,2e972bfe6e62cfb626b0c5bb1560f551e588791b8fa670ebcb707f14ca2848b6
609,png,png/sample-0609-finance-arabic.png,finance,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0609,166494,cd3810d538b48076abada0d814de02ec4f9014af105cfb07a0527b352965a012
610,png,png/sample-0610-human-resources-mixed.png,human-resources,mixed,200,palimpsest,الاستيثاق,wathiqrare0610,178102,a4c976cdc2965da90de6f9ee6576d32e5ab7f472c5917c086719306b70d347b4
611,png,png/sample-0611-general-administration-english.png,general-administration,english,200,quincunx,الاستعصاء,wathiqrare0611,166268,184b0e84af4ed134e7701bef8f60dd5ededbd4f1a4b87a4d7f8fc85424f9dcd1
612,png,png/sample-0612-asset-management-arabic.png,asset-management,arabic,200,zeugma,التبويب,wathiqrare0612,165725,b067b0fb87174aef20155439a2df44f87aa8850419db087585d80f4686917608
613,png,png/sample-0613-records-management-mixed.png,records-management,mixed,200,syzygy,الاستدامة,wathiqrare0613,170949,95abc58b42f1f385e906158270de70e9c19a53b696781e593864f668520b76b9
614,png,png/sample-0614-project-management-english.png,project-management,english,200,susurrus,الاستدلال,wathiqrare0614,165651,998afe24a067e85f9e7312a5d5bf16cc2d6bd9fb8395a19426ac61b8f334d5ed
615,png,png/sample-0615-information-technology-arabic.png,information-technology,arabic,200,velleity,الاستقراء,wathiqrare0615,165972,c258e97bf28d6696d29d3b73c1faea2eeaba03ff153f3c4d7f95fe73add2e5be
616,png,png/sample-0616-procurement-mixed.png,procurement,mixed,200,anfractuous,الاستدراك,wathiqrare0616,175186,d33fa7229c499a662e2da5c3edd34496a2702966d948182f1a5ba30117864e95
617,png,png/sample-0617-finance-english.png,finance,english,200,crepuscular,التغاير,wathiqrare0617,168642,b2efcb1d09814a6bbd47d81e90e1058cf372c84de69671c1c4ac4994ec490234
618,png,png/sample-0618-human-resources-arabic.png,human-resources,arabic,200,psithurism,التماثل,wathiqrare0618,165842,d6af196a70cf568a5ceb76f530668b5745443656ef3fc626945f2453326e688a
619,png,png/sample-0619-general-administration-mixed.png,general-administration,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0619,172230,604c3f2553e85f32d97215004a586d3ac0486d31e1b11164e6e6f60872a4cda4
620,png,png/sample-0620-asset-management-english.png,asset-management,english,200,palimpsest,الاستيثاق,wathiqrare0620,163514,f1582ae004fa25677725cc5205fe56d77ed4efaa4067fe656b80739ddc7ea581
621,png,png/sample-0621-records-management-arabic.png,records-management,arabic,200,quincunx,الاستعصاء,wathiqrare0621,163561,777c257d00fe151084a738c6b47837a9ca708cd0faed580e37a38c512a422a9d
622,png,png/sample-0622-project-management-mixed.png,project-management,mixed,200,zeugma,التبويب,wathiqrare0622,167677,1a5488077c738dfa95be6bcde60eefd1b3aec7dcf82f498c9f961f8d2e690dae
623,png,png/sample-0623-information-technology-english.png,information-technology,english,200,syzygy,الاستدامة,wathiqrare0623,170526,2da20e19c5da18c192eb681ca5172c379475ef1f476b9783d2a581dce5cb954e
624,png,png/sample-0624-procurement-arabic.png,procurement,arabic,200,susurrus,الاستدلال,wathiqrare0624,169937,03b16f89e03b64ef548530401d30630c5e60a2e5f72bdee050f61d4ff715a381
625,png,png/sample-0625-finance-mixed.png,finance,mixed,200,velleity,الاستقراء,wathiqrare0625,172092,61156926b72837437c1d678b68aec419f05832f722aebcfeca630534bc71be22
626,png,png/sample-0626-human-resources-english.png,human-resources,english,200,anfractuous,الاستدراك,wathiqrare0626,167731,82501c67574612e400d5581ace7258032256594cf7a6cf8e9b34fe048673ce24
627,png,png/sample-0627-general-administration-arabic.png,general-administration,arabic,200,crepuscular,التغاير,wathiqrare0627,172117,4dcedbc146f2b3f1c0c42ed1b8897d8c6dff8fd698d54e12e08620388aebc42d
628,png,png/sample-0628-asset-management-mixed.png,asset-management,mixed,200,psithurism,التماثل,wathiqrare0628,174869,c0a6220dd06c4f18b10e77051da20115a9d9bfcd23366efeb1301a378f64687b
629,png,png/sample-0629-records-management-english.png,records-management,english,200,ultracrepidarian,المضاهاة,wathiqrare0629,166635,84a71d5906b39e58c76b5968879ae1b7124f352214eacf67821e0ca435524da5
630,png,png/sample-0630-project-management-arabic.png,project-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0630,157327,31f289ae001556086d0b702511f666306385188425ff3a7dfd544e02d6354e97
631,png,png/sample-0631-information-technology-mixed.png,information-technology,mixed,200,quincunx,الاستعصاء,wathiqrare0631,174596,41a029cc7ab040a01e4c5d0277f22d621dbb93e524022c03269cf7ba85673b75
632,png,png/sample-0632-procurement-english.png,procurement,english,200,zeugma,التبويب,wathiqrare0632,176777,6aa20d90c15becb64499bed15992ef1cda366d774ec5d8dc688ca053201b4a4e
633,png,png/sample-0633-finance-arabic.png,finance,arabic,200,syzygy,الاستدامة,wathiqrare0633,164301,ad52e02a956f3028937d973c4db8a80b8d7d51fa2f8ae3af64087a6b70d9c3d4
634,png,png/sample-0634-human-resources-mixed.png,human-resources,mixed,200,susurrus,الاستدلال,wathiqrare0634,178007,6ea431372be3c945f743720e40840d58c80846d5d387e93a73cc9bcb90eb9f8c
635,png,png/sample-0635-general-administration-english.png,general-administration,english,200,velleity,الاستقراء,wathiqrare0635,165381,0008b8be7de63b267aa981ecb5c1733b8caab2d48c390dce1964a9e3f3160dc2
636,png,png/sample-0636-asset-management-arabic.png,asset-management,arabic,200,anfractuous,الاستدراك,wathiqrare0636,164703,34b98f8c0526884dab0728421a9230108bfb054e7a051e0effdff4d5b2277e7e
637,png,png/sample-0637-records-management-mixed.png,records-management,mixed,200,crepuscular,التغاير,wathiqrare0637,171080,b788d137454bdf39dcf49be3e7b0e229f169ceea9b943efb7c604558c67e149e
638,png,png/sample-0638-project-management-english.png,project-management,english,200,psithurism,التماثل,wathiqrare0638,165992,357ccd726eb80db9036051f7039dc9868ab7b4f713898b06c74c27796c073e03
639,png,png/sample-0639-information-technology-arabic.png,information-technology,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0639,170064,da6b0eb794d1bd4a50023e328bc1d8ec381a16b1cb84597a9f07e532fec8b53f
640,png,png/sample-0640-procurement-mixed.png,procurement,mixed,200,palimpsest,الاستيثاق,wathiqrare0640,176035,1b54be76dd2b14f50d0ba1ab92746a8e042794dfa44fe623fd47b04124f189d8
641,png,png/sample-0641-finance-english.png,finance,english,200,quincunx,الاستعصاء,wathiqrare0641,166128,84b04e575d8ee20b2d3508e47218deb616594494bf884e455168a9b259308e7d
642,png,png/sample-0642-human-resources-arabic.png,human-resources,arabic,200,zeugma,التبويب,wathiqrare0642,164820,604260703208af83d4d0e10e21b5cb0ca96659df3f6300a1e10e039ae0ed3188
643,png,png/sample-0643-general-administration-mixed.png,general-administration,mixed,200,syzygy,الاستدامة,wathiqrare0643,173204,9261820b3a042d0ee380a1b9a4f6f8bd5d9f3ff4558b5e14111775e0eeb069c0
644,png,png/sample-0644-asset-management-english.png,asset-management,english,200,susurrus,الاستدلال,wathiqrare0644,164605,ffe6c1584dd8bd51906248e62e8edad97dc632c130dddc16785886a7db9ab75f
645,png,png/sample-0645-records-management-arabic.png,records-management,arabic,200,velleity,الاستقراء,wathiqrare0645,165181,0ce9059cfb8c2e3c90156db8f8c14227e8f6ea5506548545009a0d51a812025f
646,png,png/sample-0646-project-management-mixed.png,project-management,mixed,200,anfractuous,الاستدراك,wathiqrare0646,168144,9772b0946e590e5dada218682219e390643d3a817e363447da81b871fe5019a0
647,png,png/sample-0647-information-technology-english.png,information-technology,english,200,crepuscular,التغاير,wathiqrare0647,167910,7e0914e3fbc07510501a918b4e67f4d44105bb70ca8a551ac91e1837d98677fa
648,png,png/sample-0648-procurement-arabic.png,procurement,arabic,200,psithurism,التماثل,wathiqrare0648,168798,2df3397a77810139937c8fa0aff8024d5500b9eee4db7dd037361806551f39d9
649,png,png/sample-0649-finance-mixed.png,finance,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0649,173894,582bc19bf46d06243ebaecc87e9fff3a78c529a55b0b5b519dec4550e6060bf4
650,png,png/sample-0650-human-resources-english.png,human-resources,english,200,palimpsest,الاستيثاق,wathiqrare0650,168631,2f17643d5e711b9669e71ed9ee7fd75aaeda7d5b883d792da741537399d2bf4a
651,png,png/sample-0651-general-administration-arabic.png,general-administration,arabic,200,quincunx,الاستعصاء,wathiqrare0651,172347,a74a556af6da518abbdb9d857296c9adf728c21985768e24ff3d69d11802afd0
652,png,png/sample-0652-asset-management-mixed.png,asset-management,mixed,200,zeugma,التبويب,wathiqrare0652,175017,86ae2970dc6df3dcfb59a7867e10761a99e4bf9598fc2cb0a0e2b78dfbcd5577
653,png,png/sample-0653-records-management-english.png,records-management,english,200,syzygy,الاستدامة,wathiqrare0653,165116,343ce67ddbffc3bbbef0797f2025d773145b85f16fe28b62833d0487d96e811b
654,png,png/sample-0654-project-management-arabic.png,project-management,arabic,200,susurrus,الاستدلال,wathiqrare0654,160330,30173f9ff123c0cdbf8d323073f14d00c154698646a5a615cc15f43201f6cdbe
655,png,png/sample-0655-information-technology-mixed.png,information-technology,mixed,200,velleity,الاستقراء,wathiqrare0655,174522,b351301dc978d172336f80aad2a4c65bcc5898a3dfb9fb5a4e21f0b12a109715
656,png,png/sample-0656-procurement-english.png,procurement,english,200,anfractuous,الاستدراك,wathiqrare0656,174588,13548ce1bd359aca087653fc6a879b0b5e40e1613616bc4f83db0b394d9dab10
657,png,png/sample-0657-finance-arabic.png,finance,arabic,200,crepuscular,التغاير,wathiqrare0657,165012,21978f3f1c08193fbf93a20fa0a9a3bfb359ce57b2de3b9b16d5644927af192a
658,png,png/sample-0658-human-resources-mixed.png,human-resources,mixed,200,psithurism,التماثل,wathiqrare0658,178241,5913d945954ecca31d6f8e0bd67c917c9e168444c74bfc97b21b62f67955cd2b
659,png,png/sample-0659-general-administration-english.png,general-administration,english,200,ultracrepidarian,المضاهاة,wathiqrare0659,167975,ce28bd7d8386fdb20f2a9b4c6b583b289d843c547d108aa36fb9e2730e39e4d7
660,png,png/sample-0660-asset-management-arabic.png,asset-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0660,167435,d561eeb7938f9279845e697d686ad7c743f552fa6eb64f49e0610610bdcf82e0
661,png,png/sample-0661-records-management-mixed.png,records-management,mixed,200,quincunx,الاستعصاء,wathiqrare0661,171065,83bbf181c11e0949cb40fe2fdc9df6be5e25bcc68611a956b3cd26fb8b344948
662,png,png/sample-0662-project-management-english.png,project-management,english,200,zeugma,التبويب,wathiqrare0662,163463,60240ddfa01cd0be65278c0f21963e44f64c1bcb87e258f45373e9976abae1cd
663,png,png/sample-0663-information-technology-arabic.png,information-technology,arabic,200,syzygy,الاستدامة,wathiqrare0663,170622,e6b7a7c5464b128c756c194e2784a3acc7e08fb570879ed1e5be5242f946aad2
664,png,png/sample-0664-procurement-mixed.png,procurement,mixed,200,susurrus,الاستدلال,wathiqrare0664,175637,04e1000afe68dacd9b20c15fe45a25e38bac35c1af0552aa54eba17e75f7588d
665,png,png/sample-0665-finance-english.png,finance,english,200,velleity,الاستقراء,wathiqrare0665,167287,53ee2391ae329722f9cf62c37d425134f49e0ec7474c28674bd1fbf1c1517dbf
666,png,png/sample-0666-human-resources-arabic.png,human-resources,arabic,200,anfractuous,الاستدراك,wathiqrare0666,167023,1c0bb9d811df5eb951351d9dbb141e73a1ff0b032a761c45ad19eb39d7d83211
667,png,png/sample-0667-general-administration-mixed.png,general-administration,mixed,200,crepuscular,التغاير,wathiqrare0667,172727,8f01f9c48f10267f4ced3bed0c628966d566740f6024c9b11acf39024ad31a9b
668,png,png/sample-0668-asset-management-english.png,asset-management,english,200,psithurism,التماثل,wathiqrare0668,161636,4ac39b787f73edc28722509a74832218be0dd61830b989ce06921afe80534089
669,png,png/sample-0669-records-management-arabic.png,records-management,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0669,168090,18d784dfe1b15fd93c3e09e937c9ca21c6f6140818a51b8be45cd66ceca1ace1
670,png,png/sample-0670-project-management-mixed.png,project-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0670,168534,0bdc0a052d93c3593ab8f30194ca65eb29b4350046d0610b8b3cea6826b4db6b
671,png,png/sample-0671-information-technology-english.png,information-technology,english,200,quincunx,الاستعصاء,wathiqrare0671,170097,9232290c56757c4bf84f7123f2d144f1941e03de683763fdd4ef4f8382be7a10
672,png,png/sample-0672-procurement-arabic.png,procurement,arabic,200,zeugma,التبويب,wathiqrare0672,167407,66d41f575662a82e24b75538ed37544d92c015916c321657d9583f9494e2a8a2
673,png,png/sample-0673-finance-mixed.png,finance,mixed,200,syzygy,الاستدامة,wathiqrare0673,172212,14b68ab17601e4ee8c3e6fbee65fbb247ea550073529106015baa633bb9caab5
674,png,png/sample-0674-human-resources-english.png,human-resources,english,200,susurrus,الاستدلال,wathiqrare0674,169303,9c86dbbc70a4fecf5c5e005a03dcd0ef5618a8bd3f99b93ba2d933e41f1db772
675,png,png/sample-0675-general-administration-arabic.png,general-administration,arabic,200,velleity,الاستقراء,wathiqrare0675,170811,98b18c345c9db43a3acb53282ea1af2092afa62abeb6279a0fd6fb1d2e5ad04f
676,png,png/sample-0676-asset-management-mixed.png,asset-management,mixed,200,anfractuous,الاستدراك,wathiqrare0676,174765,2d4b76932b459099d739a6dadb1322c4904600e2b8f9f38a758bb4c2937a7432
677,png,png/sample-0677-records-management-english.png,records-management,english,200,crepuscular,التغاير,wathiqrare0677,166992,1c46f413fedc66e83e7cbb066df3e61e9432b09e4a3eed3d9d061887c38e1356
678,png,png/sample-0678-project-management-arabic.png,project-management,arabic,200,psithurism,التماثل,wathiqrare0678,164710,9a03c703dd7e17c65d62e373ac19a517c3759436c346a2a3efe4a5dae546faee
679,png,png/sample-0679-information-technology-mixed.png,information-technology,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0679,175487,9c1b55b7c763b067c5bbf2592df39d0168da2ec704a9845abcd9ccd2248e0407
680,png,png/sample-0680-procurement-english.png,procurement,english,200,palimpsest,الاستيثاق,wathiqrare0680,176216,f3d9b4c1ccded5365325f92d45e1d31b70b044c4eddf1fcb445c29e25b40d760
681,png,png/sample-0681-finance-arabic.png,finance,arabic,200,quincunx,الاستعصاء,wathiqrare0681,164412,c1ee1daded3b82fdc09f256c06fb8f653bc243fd9f923eea61ac411dd6c33d88
682,png,png/sample-0682-human-resources-mixed.png,human-resources,mixed,200,zeugma,التبويب,wathiqrare0682,178392,fe1ce8e264711e1433cccb86400162fcf6d68a65550bfef4ca6f5be20bcfda9c
683,png,png/sample-0683-general-administration-english.png,general-administration,english,200,syzygy,الاستدامة,wathiqrare0683,167209,dac480d811f553658e75762cb16017f8ebd1f42e2c0930db5d542001b43567b6
684,png,png/sample-0684-asset-management-arabic.png,asset-management,arabic,200,susurrus,الاستدلال,wathiqrare0684,166615,a25febc24f25cf2c68c49f4bca30be9be39064e6a8e4f4061724174d40741620
685,png,png/sample-0685-records-management-mixed.png,records-management,mixed,200,velleity,الاستقراء,wathiqrare0685,171048,d3955359d5879c0149e0aecdcf3c1d2d66c371c56a67be90724799151b5c7605
686,png,png/sample-0686-project-management-english.png,project-management,english,200,anfractuous,الاستدراك,wathiqrare0686,160934,21ec15b0aeaa97056dc0670b1f86693f0cd3dc33fccb8b769aedb8cf3905f7ed
687,png,png/sample-0687-information-technology-arabic.png,information-technology,arabic,200,crepuscular,التغاير,wathiqrare0687,163937,b01bf52480aaa075d0da360590fed25e53b35b631a6090d790947f06634a26af
688,png,png/sample-0688-procurement-mixed.png,procurement,mixed,200,psithurism,التماثل,wathiqrare0688,175373,b7cbe52e4dad4459b7f6337e11da84ea342955136cef33f404b58dd7bc9c662c
689,png,png/sample-0689-finance-english.png,finance,english,200,ultracrepidarian,المضاهاة,wathiqrare0689,170957,69380821fad4c3ae3f2be37ce5f2d70b04228f6b93a4b60a33a80bd76c877028
690,png,png/sample-0690-human-resources-arabic.png,human-resources,arabic,200,palimpsest,الاستيثاق,wathiqrare0690,169563,43f842d4e15dacc627af103710015781df45b2a93ed1ee05e4cbc6a95b5d62c0
691,png,png/sample-0691-general-administration-mixed.png,general-administration,mixed,200,quincunx,الاستعصاء,wathiqrare0691,173205,72d92161c1d6d0c831ef58d91b69d52a619248b1d7e48bec37bcf8f4e2564127
692,png,png/sample-0692-asset-management-english.png,asset-management,english,200,zeugma,التبويب,wathiqrare0692,160679,60e2f76fb4ebcaaae9168fd75f74315c8ab57ee83fdcee3d199f406a9a76e52f
693,png,png/sample-0693-records-management-arabic.png,records-management,arabic,200,syzygy,الاستدامة,wathiqrare0693,162561,9bb851d52057f89cc633a8e35bb97854521a0033cadfeca65b16b6b912f962ba
694,png,png/sample-0694-project-management-mixed.png,project-management,mixed,200,susurrus,الاستدلال,wathiqrare0694,168418,166988d4050b841fb6003881fe0bd0ae8db72c522054f319fb855bf43ebe212f
695,png,png/sample-0695-information-technology-english.png,information-technology,english,200,velleity,الاستقراء,wathiqrare0695,170858,655b66ffe8b5ecb3109113faface8271ea26c636510b5c4fb53aa43d38a37183
696,png,png/sample-0696-procurement-arabic.png,procurement,arabic,200,anfractuous,الاستدراك,wathiqrare0696,165160,945902683f6eb896ae5e0096088b2b895727193ee024a949532ccdef4b8d9086
697,png,png/sample-0697-finance-mixed.png,finance,mixed,200,crepuscular,التغاير,wathiqrare0697,171592,e8f0401c7e3f1d38e0b4d22962c482ab2e251556ba8827d6ff513d1cd2457919
698,png,png/sample-0698-human-resources-english.png,human-resources,english,200,psithurism,التماثل,wathiqrare0698,169825,485e50fc6c75148d395e05ad2d0f2246fc734ffc4e3b30eab2a9eed4ec893406
699,png,png/sample-0699-general-administration-arabic.png,general-administration,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0699,172858,cde22843bfedbbcd9881c200ef08dadcd5f21469cea138abd9817c538af29001
700,png,png/sample-0700-asset-management-mixed.png,asset-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0700,175026,da2253692f3819793808dd5adfeb34ebde9ffb757bf54d5972e3e5567d6a7072
701,png,png/sample-0701-records-management-english.png,records-management,english,200,quincunx,الاستعصاء,wathiqrare0701,162226,85f8597c76e59d09305ddff3525d438852dc7353a11bee8c5209c784d00ce045
702,png,png/sample-0702-project-management-arabic.png,project-management,arabic,200,zeugma,التبويب,wathiqrare0702,161124,e819bf4e5753612923dda4b6f9c44c9ef7f979087483498588543f7dfbd3d3b9
703,png,png/sample-0703-information-technology-mixed.png,information-technology,mixed,200,syzygy,الاستدامة,wathiqrare0703,174761,416b069f6ebf114edf8ace6a5de0d173ac07d5a41a628ed43544a18ca92c7825
704,png,png/sample-0704-procurement-english.png,procurement,english,200,susurrus,الاستدلال,wathiqrare0704,175247,9cdca0f7cf3b46e2b5ec980a1d401cb717160705dcaab57f0ce1a9313a270f1a
705,png,png/sample-0705-finance-arabic.png,finance,arabic,200,velleity,الاستقراء,wathiqrare0705,166398,84d8b76b8adea857ca6b0b61f4ada3a34bc31ec37f02b45be49e731b3003fba4
706,png,png/sample-0706-human-resources-mixed.png,human-resources,mixed,200,anfractuous,الاستدراك,wathiqrare0706,177909,769f99c5898f29c645ef1f1e58a50f9e6ead56450a208dc095d94ff927b0edcb
707,png,png/sample-0707-general-administration-english.png,general-administration,english,200,crepuscular,التغاير,wathiqrare0707,165296,ce06eb85c8f1f1c3f940e0d77a31b28a25746471ba1b428fe8d0e803d17cce6e
708,png,png/sample-0708-asset-management-arabic.png,asset-management,arabic,200,psithurism,التماثل,wathiqrare0708,170464,bdd7e9a1fc1f3054c36c41751119f21086e184838a17230364c6c60614132b2d
709,png,png/sample-0709-records-management-mixed.png,records-management,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0709,171621,20258f266a3741b63f9e5d158f511bfaa5e8df84474bf88cca86cd1705afbe9f
710,png,png/sample-0710-project-management-english.png,project-management,english,200,palimpsest,الاستيثاق,wathiqrare0710,165286,ee47d9881620bfb6ad8ff869dedaed107cf42f547d3c64f679ccb6f8d9f9728c
711,png,png/sample-0711-information-technology-arabic.png,information-technology,arabic,200,quincunx,الاستعصاء,wathiqrare0711,163057,dd7c59eced5a60fdcd9cb0dda209c8c785030c6e2130ae6cfbab641818f9ee17
712,png,png/sample-0712-procurement-mixed.png,procurement,mixed,200,zeugma,التبويب,wathiqrare0712,175079,eefd8017cae4578a8f73842f3bf1634e967bd2e6c930e966a980a082a6083531
713,png,png/sample-0713-finance-english.png,finance,english,200,syzygy,الاستدامة,wathiqrare0713,166719,46e5610736af1fbe14c1360e70a73e4f5374e444230c3e62a091f35b41aa9b99
714,png,png/sample-0714-human-resources-arabic.png,human-resources,arabic,200,susurrus,الاستدلال,wathiqrare0714,168801,d3def7ed4c377be873cb96adbe5e075ab38fe6194eebc921700ad894e766d8d2
715,png,png/sample-0715-general-administration-mixed.png,general-administration,mixed,200,velleity,الاستقراء,wathiqrare0715,172685,a66bf9ded267079b93a79e0e92994372ba578b59afd4f8572fd898ebddf9ad32
716,jpeg,jpeg/sample-0716-asset-management-mixed.jpeg,asset-management,mixed,200,anfractuous,الاستدراك,wathiqrare0716,145037,5d507ee43dc2c436bd571adb30bd3a2103417f7db35c7989e5f39097596868c6
717,jpeg,jpeg/sample-0717-records-management-english.jpeg,records-management,english,200,crepuscular,التغاير,wathiqrare0717,147930,89f50af6a1fa95ba844e292802cb796b23048542bea9f1799cebbdfad7fd5471
718,jpeg,jpeg/sample-0718-project-management-arabic.jpeg,project-management,arabic,200,psithurism,التماثل,wathiqrare0718,135790,8be1af31a61498014c793389dbcc375c089165ba0521ef29e32329db3c5fb245
719,jpeg,jpeg/sample-0719-information-technology-mixed.jpeg,information-technology,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0719,145802,af71d05b8120ee2848b6e24c1c8bef65c0860269d7a9dbce728ef75ad3b66d1e
720,jpeg,jpeg/sample-0720-procurement-english.jpeg,procurement,english,200,palimpsest,الاستيثاق,wathiqrare0720,161206,3159fb86ab8eb29b1b8b1c00aa8e7c711e7e3e62ccbfac8164af0b7581297df4
721,jpeg,jpeg/sample-0721-finance-arabic.jpeg,finance,arabic,200,quincunx,الاستعصاء,wathiqrare0721,133827,0449f6c1f106cffa0a84539d51591af1081acce679bc18f90269b3c8e2368977
722,jpeg,jpeg/sample-0722-human-resources-mixed.jpeg,human-resources,mixed,200,zeugma,التبويب,wathiqrare0722,150269,0c3266e4895599195925b0e42eb065f69c7d38bf9699ccc08927b630621f0306
723,jpeg,jpeg/sample-0723-general-administration-english.jpeg,general-administration,english,200,syzygy,الاستدامة,wathiqrare0723,150333,a554c2ebe008f0657d6263846a0cee5b4852b9b9e0926d60f79a7b237d6d552e
724,jpeg,jpeg/sample-0724-asset-management-arabic.jpeg,asset-management,arabic,200,susurrus,الاستدلال,wathiqrare0724,140073,6425eeb713366b71e4fb1477608f7a79459febfd6fd57c368a6871818f451346
725,jpeg,jpeg/sample-0725-records-management-mixed.jpeg,records-management,mixed,200,velleity,الاستقراء,wathiqrare0725,141033,714162f3b048c09b32d9729810c7c324bff5e20f50384f62ce91930986b792c5
726,jpeg,jpeg/sample-0726-project-management-english.jpeg,project-management,english,200,anfractuous,الاستدراك,wathiqrare0726,148685,89427ad229a841b8f20cfc4e4d77ea44849a7cf78d23f9c55caae41c0003a821
727,jpeg,jpeg/sample-0727-information-technology-arabic.jpeg,information-technology,arabic,200,crepuscular,التغاير,wathiqrare0727,141020,bd065bbdc84c6db2be4390885dafe32f694bdde35dadf06af41584b9cad18480
728,jpeg,jpeg/sample-0728-procurement-mixed.jpeg,procurement,mixed,200,psithurism,التماثل,wathiqrare0728,153837,4c4e035f4bc1650ade4425269ae46fe779c9cc685ab3c86bb7e09a5e24a3132b
729,jpeg,jpeg/sample-0729-finance-english.jpeg,finance,english,200,ultracrepidarian,المضاهاة,wathiqrare0729,150881,5ceef3fd675f6fbfcfc016d338be40b58ec3d91ea6dc2bc9b3890f26f87d9150
730,jpeg,jpeg/sample-0730-human-resources-arabic.jpeg,human-resources,arabic,200,palimpsest,الاستيثاق,wathiqrare0730,137365,b544faef6dac28c8626f3ddf54bf22ce1c96c95ff473ff16fe1dd349e87cc791
731,jpeg,jpeg/sample-0731-general-administration-mixed.jpeg,general-administration,mixed,200,quincunx,الاستعصاء,wathiqrare0731,143634,d12a18d70d5e73b9970ade60df5dcd7dd2d3c3f2aaff26b425c56ce7b47ef44c
732,jpeg,jpeg/sample-0732-asset-management-english.jpeg,asset-management,english,200,zeugma,التبويب,wathiqrare0732,145771,687d24c5c230882004095a60df954e4ae6472d5d15545eae14cc3b9319a64610
733,jpeg,jpeg/sample-0733-records-management-arabic.jpeg,records-management,arabic,200,syzygy,الاستدامة,wathiqrare0733,138234,6a846d83af8e9021d7b0ed763a93750af6adc52d6d1fda7c8ddccdf67a00986b
734,jpeg,jpeg/sample-0734-project-management-mixed.jpeg,project-management,mixed,200,susurrus,الاستدلال,wathiqrare0734,139795,4fd3be540e8ee876dd2740b8614744e7d508a1c7b4141627b8f95c87152122da
